@attribute UserCPU_Time_millis_testing numeric
@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 208\nSize of the tree: 415\n','Number of leaves: 203\nSize of the tree: 405\n','Number of leaves: 194\nSize of the tree: 387\n','Number of leaves: 221\nSize of the tree: 441\n','Number of leaves: 215\nSize of the tree: 429\n','Number of leaves: 204\nSize of the tree: 407\n','Number of leaves: 212\nSize of the tree: 423\n','Number of leaves: 224\nSize of the tree: 447\n','Number of leaves: 217\nSize of the tree: 433\n','Number of leaves: 214\nSize of the tree: 427\n','Number of leaves: 207\nSize of the tree: 413\n','Number of leaves: 218\nSize of the tree: 435\n','Number of leaves: 210\nSize of the tree: 419\n','Number of leaves: 193\nSize of the tree: 385\n','Number of leaves: 206\nSize of the tree: 411\n','Number of leaves: 201\nSize of the tree: 401\n','Number of leaves: 205\nSize of the tree: 409\n','Number of leaves: 197\nSize of the tree: 393\n','Number of leaves: 209\nSize of the tree: 417\n','Number of leaves: 202\nSize of the tree: 403\n','Number of leaves: 189\nSize of the tree: 377\n','Number of leaves: 196\nSize of the tree: 391\n','Number of leaves: 191\nSize of the tree: 381\n','Number of leaves: 198\nSize of the tree: 395\n','Number of leaves: 200\nSize of the tree: 399\n','Number of leaves: 211\nSize of the tree: 421\n','Number of leaves: 199\nSize of the tree: 397\n','Number of leaves: 219\nSize of the tree: 437\n','Number of leaves: 223\nSize of the tree: 445\n','Number of leaves: 226\nSize of the tree: 451\n','Number of leaves: 237\nSize of the tree: 473\n','Number of leaves: 236\nSize of the tree: 471\n','Number of leaves: 247\nSize of the tree: 493\n','Number of leaves: 234\nSize of the tree: 467\n','Number of leaves: 227\nSize of the tree: 453\n','Number of leaves: 242\nSize of the tree: 483\n','Number of leaves: 233\nSize of the tree: 465\n','Number of leaves: 238\nSize of the tree: 475\n','Number of leaves: 222\nSize of the tree: 443\n','Number of leaves: 220\nSize of the tree: 439\n','Number of leaves: 231\nSize of the tree: 461\n','Number of leaves: 213\nSize of the tree: 425\n','Number of leaves: 232\nSize of the tree: 463\n','Number of leaves: 239\nSize of the tree: 477\n','Number of leaves: 230\nSize of the tree: 459\n','Number of leaves: 243\nSize of the tree: 485\n','Number of leaves: 228\nSize of the tree: 455\n','Number of leaves: 229\nSize of the tree: 457\n','Number of leaves: 235\nSize of the tree: 469\n','Number of leaves: 249\nSize of the tree: 497\n','Number of leaves: 241\nSize of the tree: 481\n','Number of leaves: 225\nSize of the tree: 449\n'}
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',4,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,506,56,0,90.035587,9.964413,0,0.889285,0.022232,0.137446,12.351279,45.815702,1866.873627,47334.539502,-45467.665875,3.321839,84.225159,-80.90332,1665.005157,2.962643,89.186817,0.945455,52,0.003945,2,0.996055,505,0.054545,3,0.962963,0.945455,0.954128,0.949252,0.971687,0.932954,0.900356,0.011083,0.988917,0.099644,0.902096,0.900356,0.900048,0.88969,0.947394,0.835726,0.900262,0.900356,0.317,0,0.296875,0,296.875,0,143870,2781410,313106,90.747331,10.711744,'Number of leaves: 202\nSize of the tree: 403\n',403,202,202
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',4,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,495,67,0,88.078292,11.921708,0,0.867535,0.026444,0.147113,14.691407,49.037771,1866.892501,52708.533426,-50841.640925,3.321873,93.787426,-90.465553,1630.328952,2.900941,87.328486,0.981818,54,0.003945,2,0.996055,505,0.018182,1,0.964286,0.981818,0.972973,0.97006,0.987968,0.948533,0.880783,0.013288,0.986712,0.119217,0.886238,0.880783,0.880467,0.869072,0.943336,0.828845,0.880853,0.880783,0.258,0,0.265625,0,265.625,0,136346,2781410,313106,90.569395,11.459075,'Number of leaves: 191\nSize of the tree: 381\n',381,191,191
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',4,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,509,53,0,90.569395,9.430605,0,0.895214,0.021151,0.132147,11.750669,44.049313,1866.895685,44095.752476,-42228.85679,3.321878,78.462193,-75.140315,1677.987453,2.985743,89.881158,0.927273,51,0.005917,3,0.994083,504,0.072727,4,0.944444,0.927273,0.93578,0.928932,0.958849,0.882875,0.905694,0.0105,0.9895,0.094306,0.908166,0.905694,0.905585,0.895911,0.9533,0.850899,0.905772,0.905694,0.253,0,0.25,0.015625,250,15.625,152078,2781410,313106,91.814947,10.836299,'Number of leaves: 214\nSize of the tree: 427\n',427,214,214
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,500,62,0,88.967972,11.032028,0,0.877422,0.024823,0.142871,13.790697,47.624131,1866.876812,50563.101961,-48696.22515,3.321845,89.969932,-86.648087,1643.418839,2.924233,88.030385,0.945455,52,0.00789,4,0.99211,503,0.054545,3,0.928571,0.945455,0.936937,0.930074,0.970325,0.913929,0.88968,0.012268,0.987732,0.11032,0.889268,0.88968,0.888507,0.876845,0.945245,0.841127,0.888663,0.88968,0.264,0,0.265625,0,265.625,0,141134,2781410,313106,90.391459,11.014235,'Number of leaves: 198\nSize of the tree: 395\n',395,198,198
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,519,43,0,92.348754,7.651246,0,0.914982,0.01791,0.120404,9.950001,40.134991,1866.876812,30159.559901,-28292.68309,3.321845,53.664697,-50.342852,1710.378157,3.043378,91.617087,0.981818,54,0.001972,1,0.998028,506,0.018182,1,0.981818,0.981818,0.981818,0.979846,0.990891,0.983598,0.923488,0.008546,0.991454,0.076512,0.924563,0.923488,0.922958,0.915097,0.967572,0.887293,0.923168,0.923488,0.252,0,0.265625,0,265.625,0,150710,2781410,313106,93.594306,10.836299,'Number of leaves: 212\nSize of the tree: 423\n',423,212,212
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,507,55,0,90.213523,9.786477,0,0.891256,0.020996,0.133611,11.664889,44.537491,1866.870264,46230.00279,-44363.132526,3.321833,82.259791,-78.937958,1679.665396,2.988728,89.972261,0.963636,53,0.00789,4,0.99211,503,0.036364,2,0.929825,0.963636,0.946429,0.940687,0.9799,0.94935,0.902135,0.010929,0.989071,0.097865,0.903711,0.902135,0.901516,0.891479,0.952513,0.840406,0.901803,0.902135,0.251,0,0.25,0,250,0,148658,2781410,313106,91.814947,10.765125,'Number of leaves: 209\nSize of the tree: 417\n',417,209,209
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,503,59,0,89.501779,10.498221,0,0.883344,0.022867,0.140775,12.704154,46.925201,1866.870264,45192.616399,-43325.746135,3.321833,80.413908,-77.092075,1658.438935,2.950959,88.835254,0.963636,53,0,0,1,507,0.036364,2,1,0.963636,0.981481,0.979719,0.999408,0.993116,0.895018,0.011728,0.988272,0.104982,0.897108,0.895018,0.895406,0.884112,0.951371,0.835231,0.89563,0.895018,0.255,0,0.25,0,250,0,142502,2781410,313106,91.103203,10.69395,'Number of leaves: 200\nSize of the tree: 399\n',399,200,200
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2115,5058,562,494,68,0,87.900356,12.099644,0,0.865551,0.025173,0.147863,13.985454,49.288264,1866.831875,49520.741427,-47653.909552,3.321765,88.115198,-84.793433,1635.023659,2.909295,87.582802,0.927273,51,0.005917,3,0.994083,504,0.072727,4,0.944444,0.927273,0.93578,0.928932,0.960678,0.882875,0.879004,0.013458,0.986542,0.120996,0.881369,0.879004,0.879658,0.866539,0.946354,0.839262,0.879585,0.879004,0.242,0,0.25,0,250,0,144554,2781410,313106,89.679715,10.800712,'Number of leaves: 203\nSize of the tree: 405\n',405,203,203
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,513,49,0,91.281139,8.718861,0,0.903118,0.019525,0.126972,10.847348,42.324323,1866.854182,43015.604215,-41148.750033,3.321805,76.540221,-73.218416,1691.417355,3.009639,90.602543,0.963636,53,0.001972,1,0.998028,506,0.036364,2,0.981481,0.963636,0.972477,0.969572,0.981782,0.967195,0.912811,0.00974,0.99026,0.087189,0.915624,0.912811,0.912794,0.903963,0.953208,0.865429,0.913035,0.912811,0.277,0.016,0.28125,0.015625,281.25,15.625,142502,2781410,313106,92.170819,10.765125,'Number of leaves: 200\nSize of the tree: 399\n',399,200,200
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,511,51,0,90.925267,9.074733,0,0.899164,0.019514,0.128998,10.841076,42.999586,1866.886237,39801.223116,-37934.336879,3.321862,70.820682,-67.49882,1689.705877,3.006594,90.509311,0.982143,55,0.003953,2,0.996047,504,0.017857,1,0.964912,0.982143,0.973451,0.970531,0.989977,0.965763,0.909253,0.010125,0.989875,0.090747,0.911953,0.909253,0.90879,0.899815,0.959421,0.874433,0.908923,0.909253,0.253,0,0.25,0,250,0,143870,2781410,313106,92.704626,10.978648,'Number of leaves: 202\nSize of the tree: 403\n',403,202,202
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,516,46,0,91.814947,8.185053,0,0.909053,0.01872,0.124826,10.399989,41.608989,1866.896085,39792.965601,-37926.069516,3.321879,70.805989,-67.484109,1700.197031,3.025262,91.070791,0.982143,55,0.001976,1,0.998024,505,0.017857,1,0.982143,0.982143,0.982143,0.980167,0.989448,0.966384,0.918149,0.009106,0.990894,0.081851,0.919545,0.918149,0.918312,0.909544,0.957509,0.860405,0.918336,0.918149,0.273,0,0.265625,0,265.625,0,148658,2781410,313106,92.52669,10.640569,'Number of leaves: 209\nSize of the tree: 417\n',417,209,209
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,504,58,0,89.679715,10.320285,0,0.885326,0.022597,0.136211,12.554271,45.403782,1866.896085,47334.445992,-45467.549906,3.321879,84.224993,-80.903114,1664.565464,2.96186,89.162192,1,56,0.003953,2,0.996047,504,0,0,0.965517,1,0.982456,0.980664,0.999012,0.982456,0.896797,0.011469,0.988531,0.103203,0.899351,0.896797,0.896536,0.886028,0.949024,0.845596,0.896429,0.896797,0.262,0,0.25,0.015625,250,15.625,144554,2781410,313106,90.925267,10.871886,'Number of leaves: 203\nSize of the tree: 405\n',405,203,203
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',5,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,511,51,0,90.925267,9.074733,0,0.899161,0.020524,0.127378,11.402098,42.459406,1866.896085,33389.927591,-31523.031506,3.321879,59.412683,-56.090803,1687.506424,3.00268,90.391021,0.964286,54,0.001976,1,0.998024,505,0.035714,2,0.981818,0.964286,0.972973,0.97006,0.982019,0.96752,0.909253,0.010133,0.989867,0.090747,0.912074,0.909253,0.909488,0.900126,0.963106,0.876885,0.909523,0.909253,0.318,0,0.3125,0,312.5,0,134978,2781410,313106,93.238434,11.192171,'Number of leaves: 189\nSize of the tree: 377\n',377,189,189
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,516,46,0,91.814947,8.185053,0,0.90905,0.018301,0.12408,10.167101,41.36029,1866.876812,37658.916391,-35792.039579,3.321845,67.008748,-63.686903,1703.188,3.030584,91.231944,1,56,0.003953,2,0.996047,504,0,0,0.965517,1,0.982456,0.980664,0.999012,0.982456,0.918149,0.00911,0.99089,0.081851,0.917677,0.918149,0.917439,0.908653,0.959257,0.865588,0.917345,0.918149,0.269,0,0.25,0,250,0,152078,2781410,313106,92.52669,10.729537,'Number of leaves: 214\nSize of the tree: 427\n',427,214,214
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,509,53,0,90.569395,9.430605,0,0.895217,0.021188,0.133755,11.771252,44.585377,1866.866963,48380.622158,-46513.755195,3.321827,86.086516,-82.764689,1676.648004,2.983359,89.810792,0.982143,55,0.005929,3,0.994071,503,0.017857,1,0.948276,0.982143,0.964912,0.961136,0.994653,0.922463,0.905694,0.010469,0.989531,0.094306,0.907114,0.905694,0.905813,0.895689,0.949569,0.84266,0.905905,0.905694,0.254,0,0.25,0,250,0,144554,2781410,313106,91.103203,10.658363,'Number of leaves: 203\nSize of the tree: 405\n',405,203,203
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,3,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,501,61,0,89.145907,10.854093,0,0.879398,0.022995,0.141968,12.774923,47.323073,1866.866963,52688.873334,-50822.006371,3.321827,93.752444,-90.430616,1656.910569,2.948239,88.753543,0.982143,55,0.001976,1,0.998024,505,0.017857,1,0.982143,0.982143,0.982143,0.980167,0.989572,0.966384,0.891459,0.012052,0.987948,0.108541,0.893923,0.891459,0.891485,0.880172,0.944786,0.816841,0.891473,0.891459,0.239,0,0.234375,0,234.375,0,149342,2781410,313106,90.035587,10.658363,'Number of leaves: 210\nSize of the tree: 419\n',419,210,210
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,4,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,505,57,0,89.857651,10.142349,0,0.887297,0.022265,0.1398,12.369749,46.60067,1866.841542,54819.786455,-52952.944914,3.321782,97.544104,-94.222322,1661.59904,2.956582,89.005896,1,56,0.007905,4,0.992095,502,0,0,0.933333,1,0.965517,0.962266,0.998024,0.965517,0.898577,0.011296,0.988704,0.101423,0.899746,0.898577,0.898179,0.887531,0.943408,0.819271,0.898044,0.898577,0.253,0,0.25,0.015625,250,15.625,147974,2781410,313106,90.035587,10.587189,'Number of leaves: 208\nSize of the tree: 415\n',415,208,208
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,5,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,499,63,0,88.790036,11.209964,0,0.87544,0.023926,0.145296,13.292706,48.432423,1866.857484,55910.677477,-54043.819994,3.32181,99.485191,-96.163381,1644.763655,2.926626,88.103332,0.945455,52,0.003945,2,0.996055,505,0.054545,3,0.962963,0.945455,0.954128,0.949252,0.970253,0.932287,0.8879,0.012485,0.987515,0.1121,0.890892,0.8879,0.888732,0.876653,0.943284,0.825872,0.888889,0.8879,0.258,0,0.25,0,250,0,150026,2781410,313106,89.679715,10.640569,'Number of leaves: 211\nSize of the tree: 421\n',421,211,211
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,6,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,511,51,0,90.925267,9.074733,0,0.899167,0.020046,0.13031,11.136753,43.436761,1866.902349,45158.147366,-43291.245017,3.32189,80.352575,-77.030685,1685.209898,2.998594,90.267705,0.981818,54,0.001972,1,0.998028,506,0.018182,1,0.981818,0.981818,0.981818,0.979846,0.990873,0.983267,0.909253,0.010121,0.989879,0.090747,0.910892,0.909253,0.909499,0.899739,0.954028,0.858201,0.909731,0.909253,0.255,0,0.25,0,250,0,154814,2781410,313106,91.637011,10.765125,'Number of leaves: 218\nSize of the tree: 435\n',435,218,218
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,7,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,502,60,0,89.323843,10.676157,0,0.88137,0.023195,0.138245,12.886387,46.081773,1866.896085,43059.224921,-41192.328836,3.321879,76.617838,-73.295959,1660.438665,2.954517,88.94114,1,55,0,0,1,507,0,0,1,1,1,1,1,1,0.893238,0.011929,0.988071,0.106762,0.894996,0.893238,0.892906,0.881757,0.954542,0.864622,0.893232,0.893238,0.27,0,0.25,0,250,0,141818,2781410,313106,91.281139,11.281139,'Number of leaves: 199\nSize of the tree: 397\n',397,199,199
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,8,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,492,70,0,87.544484,12.455516,0,0.861603,0.027486,0.148263,15.269994,49.421322,1866.896085,48463.735199,-46596.839114,3.321879,86.234404,-82.912525,1621.653011,2.885504,86.863593,0.963636,53,0.001972,1,0.998028,506,0.036364,2,0.981481,0.963636,0.972477,0.969572,0.999265,0.991731,0.875445,0.013867,0.986133,0.124555,0.876837,0.875445,0.875823,0.862151,0.947898,0.847175,0.876019,0.875445,0.257,0,0.25,0,250,0,141134,2781410,313106,89.679715,11.476868,'Number of leaves: 198\nSize of the tree: 395\n',395,198,198
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,9,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,516,46,0,91.814947,8.185053,0,0.909054,0.017208,0.121782,9.559932,40.594113,1866.896085,39770.960372,-37904.064287,3.321879,70.766833,-67.444954,1711.822316,3.045947,91.693498,0.981818,54,0.001972,1,0.998028,506,0.018182,1,0.981818,0.981818,0.981818,0.979846,0.989475,0.965746,0.918149,0.009121,0.990879,0.081851,0.919553,0.918149,0.918292,0.909513,0.959368,0.871217,0.918535,0.918149,0.242,0,0.25,0,250,0,155498,2781410,313106,93.060498,10.533808,'Number of leaves: 219\nSize of the tree: 437\n',437,219,219
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',6,10,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,517,45,0,91.992883,8.007117,0,0.911025,0.01835,0.119882,10.194546,39.961033,1866.854334,42986.560065,-41119.705732,3.321805,76.488541,-73.166736,1705.493715,3.034686,91.35655,0.945455,52,0.009862,5,0.990138,502,0.054545,3,0.912281,0.945455,0.928571,0.92085,0.969392,0.898286,0.919929,0.008944,0.991056,0.080071,0.922564,0.919929,0.92007,0.911882,0.956091,0.882835,0.920152,0.919929,0.251,0,0.234375,0,234.375,0,145238,2781410,313106,92.704626,10.94306,'Number of leaves: 204\nSize of the tree: 407\n',407,204,204
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',7,1,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,507,55,0,90.213523,9.786477,0,0.891258,0.021656,0.135712,12.031488,45.237707,1866.876812,47319.006855,-45452.130043,3.321845,84.197521,-80.875676,1669.270157,2.970232,89.415121,0.927273,51,0.005917,3,0.994083,504,0.072727,4,0.944444,0.927273,0.93578,0.928932,0.966989,0.908454,0.902135,0.010901,0.989099,0.097865,0.903444,0.902135,0.902363,0.891733,0.949365,0.83787,0.902502,0.902135,0.257,0,0.265625,0,265.625,0,145922,2781410,313106,91.281139,10.818505,'Number of leaves: 205\nSize of the tree: 409\n',409,205,205
'optdigits-weka.filters.unsupervised.attribute.Remove-V-R41,49,31,48,34,64,33,8,22,42,24,32,23,43,63,56,44,16,29,55,37,35,2,39,7,62,47,21,10,27,19,3,14,30,26,11,59,36,20,45,61,54,28,58,38,52,6,15,51,60,46,53,13,18,4-5,50,12,9,40,25,57,17,1,65',7,2,weka.classifiers.trees.J48,'-C 0.25 -M 2',-217733168393644444,20251201.2116,5058,562,513,49,0,91.281139,8.718861,0,0.903123,0.019702,0.127115,10.945817,42.372057,1866.876812,40874.548963,-39007.672152,3.321845,72.730514,-69.408669,1691.292261,3.009417,90.594744,0.963636,53,0.009862,5,0.990138,502,0.036364,2,0.913793,0.963636,0.938053,0.93154,0.977838,0.899571,0.912811,0.009696,0.990304,0.087189,0.912988,0.912811,0.912301,0.902978,0.957346,0.866625,0.912391,0.912811,0.261,0.002,0.234375,0.015625,234.375,15.625,144554,2781410,313106,92.170819,10.960854,'Number of leaves: 203\nSize of the tree: 405\n',405,203,203
